docs,labels,weights
"According to Beijer, Chief Technologist for the Office of the CTO for HP Enterprise and leader of the companys architecture capabilities in EMEA, architects are being forced to change",[neutral],1.0
Very cool GoPro video of Gary Huston shoeing a nice calm horse. #centaurforge #farrier #horse #horseshoe https://t.co/HDY8EmW79M,[positive],1.0
New Garmin Nuvi 42LM 4.3 `` Portable GPS Navigator w/ Lifetime Maps 010-01114-01 https://t.co/e89khu0BBS,[neutral],1.0
Free Magz: Windows 10 Tutorials - 120 of the most popular functions ( a $ 19.95 value ) FREE for a limited time:... https://t.co/GsYJ6i6JYh,[neutral],1.0
Turtle Beach - Ear Force XO Four Gaming Headset - Xbox One by Turtle Beach https://t.co/u2imK3Nqmc,[neutral],1.0
"@ZAGGdaily Thanks, but those are all US retailers. Any in the UK with Google Pixel #InvisibleShield ?",[neutral],1.0
A Chuy's lunch and @AdamGreenway go together like ham and eggs. Don't miss the SBTS lunch at the KBC. https://t.co/TL6n57PiaO,[positive],1.0
Garmin Fenix 2 Special Edition GPS Training Fitness Watch - 010-01040-66 https://t.co/fokwqKXuiS https://t.co/KDrkeN6gDE,[neutral],1.0
#VideoGames #Line: Turtle Beach Elite Pro Tournament Wired #Gaming Headset for #PS4 #xBox... https://t.co/mwHIi3OcBO https://t.co/JJMM2NE8di,[neutral],1.0
Fast duologue in conflict with overfill diminution tableau: JufWsOP,[neutral],1.0
@fuddruckers please give @mikelanglands a free burger he's your biggest fan,[neutral],1.0
"Me: eh I'm a little hungry, I guess I could eat Also me: *devours entire bowl at chipotle in record time*",[neutral],1.0
Join the Starbucks team ! See our latest #job opening here: https://t.co/qUnn4VXPjY #Hospitality #Veterans #Hiring #CareerArc,[neutral],1.0
I had raw pizzas and uncook chicken from @dominos I spoke to the employees and they did not care.,[negative],1.0
#Forex: Universal Electronics upgraded to buy from neutral at B. Riley https://t.co/idHfMfSYE8 https://t.co/KYxtIYOlN5,[neutral],1.0
"@Potbelly disappointed with my takeout order.Asked for all the toppings offered such as hot peppers, mayo, oil, etc... https://t.co/2Zse8dxuZF",[negative],1.0
@ChuysRestaurant Get the queso ready !,[positive],1.0
"Her prior positions include President of Applied Biosystems Group, a pioneer DNA sequencing company, President of Ortho Clinical Diagnostics and Critikon divisions of Johnson & Johnson",[neutral],1.0
"#Repost @PLTgaming with repostapp ・・・ The RIG400HX for Xbox: lightweight, immersive sound, & amp ; … https://t.co/C0iuUdVbDR",[positive],1.0
Ian know Denny's was dis dam good or I'm high af,[positive],1.0
@udisglutenfree had Udi's crust at Papa Murphy's.... it was sooo good ! ! ! ! My new FAV !,[positive],1.0
"My fitbit #Fitstats_en_AU for 9/21/2016: 10,474 steps and 6.3 km traveled. https://t.co/cM5ROatHyT",[neutral],1.0
Me and my princess Maya ! @Dave & amp ; Buster's https://t.co/nFAPmsmoul,[neutral],1.0
"Tech Hottest stock: ServiceNow, Inc.'s ( NOW ) - https://t.co/cwS1IpDn6n #GoogleAlerts",[neutral],1.0
If you know me you know I'm in my happy place lol @daveandbusters Shirt designed by... https://t.co/eQlWUtlPFI,[positive],1.0
"Hey, @DunkinDonuts get off your moral high horse and just make a freaking Everything Donut.",[negative],1.0
bummed bc i wanted to be Kodak for Celeb day but dont have an outfit,[neutral],1.0
"Head to the Cheesecake Factory and order the Factory Nachos with Spicy Chicken and thatll cost you 965 calories, 31 grams of saturated fat, 52 grams of carbs and 1,390 milligrams of",[neutral],1.0
Plantronics Explorer 502 Wireless Bluetooth Headset - White RETAIL $ 49 https://t.co/rLGbOySfKU https://t.co/JAHnQ1sRIy,[neutral],1.0
Glogou Launches Cloud Services to Integrate #China #Marketing Campaigns With #Salesforce https://t.co/l4ZyHLwVUu,[neutral],1.0
"Without concrete mention of layoffs, Yum's 800 workers in Louisville who support KFC face a parent company pledging to cut 28 percent of $ 1.1 billion in annual overhead costs over the",[negative],1.0
Let's meet at a Denny's or a 24 hour restaurant cry a little and eat our body weight. We can Walmart too they 24/7... https://t.co/pPdf7UfNhB,[positive],1.0
Fuck Popeyes.,[negative],1.0
Here's a Reason Why ServiceNow ( NOW ) Stock Is Rising Today https://t.co/Kpg7N7BZ6x,[neutral],1.0
"6 Microsoft Corporation 11. 7 Oracle Corporation 11. 8 Citrix Systems, Inc. 11. 9 Cisco System Inc. 12 Companies to Watch for 12. 1 LogicWorks 12. 2 Cloud Velox 12. 3",[neutral],1.0
RT analyticbridge: Tableau 10 beta features https://t.co/6R1skIKecH,[neutral],1.0
Kodak merchandise & gt ; & gt ; great birthday gift,[positive],1.0
$ 1200. Selling my older 2011 Fuji SL1 Pro carbon road bike. ( Pedals & amp ; Garmin cadence meter not... https://t.co/GUO94vLKGM,[neutral],1.0
Do I wan na get potbelly or panera or chickfila,[neutral],1.0
"Clinton asked Mark Cuban, the owner of the Dallas Mavericks basketball team, as well as Meg Whitman, the Hewlett-Packard CEO who once ran for governor in California as a Republican,",[neutral],1.0
Chuy's and a margarita sound so good right now. I don't even care if it's before noon,[positive],1.0
Starbucks Hopes 15 New Stores Will Make It Part Of The'DNA' Of Low-Income Communities Of Color: A few years... https://t.co/fIvx5XzgA7,[neutral],1.0
Sales for Chipotle Mexican Grill fell for the fourth quarter in a row and came in weaker than analysts expected as the company continued to struggle in its efforts to win back,[negative],1.0
"i just wan na leave and get starbucks, why are we all just sitting here ? ? ?",[positive],1.0
@CptMajeek @Victoriaaa23 @Potbelly 3 of them. That's sounds decent,[neutral],1.0
Could pick ANYwhere to eat for her bday and she picked @fuddruckers sooo @fuddruckers it is https://t.co/7hW6j1NigI,[positive],1.0
HP Pavilion Gaming 15 review ##HPPavilion https://t.co/9pc1prLxWY https://t.co/HoihVYpu8a,[neutral],1.0
Wingstop isn't the best wings,[negative],1.0
@NETGEAR what's good ? ? ?,[neutral],1.0
"Philips Lighting Launches Next Generation LED Grow Lamps for Horticulture. Philips Lighting, a global leader in li.. https://t.co/60yXDdTW6W",[neutral],1.0
this nigga really took a dab in the middle of jack in the box,[neutral],1.0
"He spent years at CERN and The Lawrence Berkeley Lab followed by lead positions with Apple, Inc. and the World Economic Forum. Massimo currently lives in France and crosses the",[neutral],1.0
"Side Effects by Koss, Amy Goldman [ Paperback ] https://t.co/MnX8T69Rt5 https://t.co/cZ4xDPWDfu",[neutral],1.0
THIS finally happened... instead of a #goldwatch... #garmin - - - - #excited #tech #garmin #gps… https://t.co/POUc5vm9Mf,[positive],1.0
Motorola Moto G 3rd Generation SIM-Free Smartphone 2 GB RAM/16 GB ROM by Motorola Platform: Android ( 1042 ) Buy new: £169.99 £162.27 5,[neutral],1.0
#5112 NEW Sigma 50-100mm f/1.8 DC HSM Art Series Lens for Canon EF https://t.co/Agg0kwU2G3 https://t.co/S9IvcFbdEh,[neutral],1.0
"back from denny's, not banned.",[neutral],1.0
"( Ricksoft ) based in Chiyoda Ward, Tokyo, announced that it has developed and is set to provide MS Project importer for JIRA, an add-on that allows users to import data from Microsoft",[neutral],1.0
3D Systems' New Figure 4 3D Printing Tech: How Does It Compare to HP's and Carbon's Techs ?,[neutral],1.0
I'm always in the mood for wing stop or Buffalo Wild Wings.,[positive],1.0
18 GoPro Grand Prix of Sonoma ( Simon Pagenaud ),[neutral],1.0
More about Papa Murphy's Take And Bake Pizza https://t.co/3sjZyvcukF,[neutral],1.0
I should've taken Kevin's offer to take me to wingstop fml,[positive],1.0
Remember when #tennis was popular ? It could be if we #franchiseteamtennis @USTA @DaveandBusters @EASPORTS https://t.co/Ifx93OLrjq,[neutral],1.0
Bluetooth headset Plantronics Explorer 500 https://t.co/vfjs8NEHM0 via @marktplaats,[neutral],1.0
#3917 NEW Canon EOS 80D DSLR Camera Wifi with EF-S 18-55mm f/3.5-5.6 IS STM Lens https://t.co/w6qH8HrceC https://t.co/u1yAZwgjlY,[neutral],1.0
@Caitlin26x @dominos kick that driver up the bum please.,[negative],1.0
"Want to work at Panera Bread ? We're #hiring in #Columbus, OH ! Click for details: https://t.co/pWLWB8JOqT #parttime #Hospitality #Veterans",[neutral],1.0
DOUGH NOT: Dunkin' Brands Group fell 2.9 percent after the chain's latest quarterly revenue snapshot fell short of Wall Street's expectations. The company also cut its forecast for,[negative],1.0
Apple says no fun allowed on the Touch Bar https://t.co/x9X1BOzFe8 https://t.co/o5CLRcJC2j,[neutral],1.0
"Nexus 5X and Nexus 6P Owners, Pixel Camera APK Now Downloadable - Droid Life ( press release ) ( blog ) https://t.co/gFLMFh4Eqk",[neutral],1.0
Hands-on with the #HP Elite x3 now available at #Microsoft Stores https://t.co/PSh1UsNYFr,[neutral],1.0
in the Sony/ATV music publishing catalog - which includes the rights to many Beatles songs - to Sony Corp,[neutral],1.0
I need to get back on onigiri since they're updating it for Xbox one,[neutral],1.0
I checked in at Chuy's on #Yelp https://t.co/2y8xm6XITU,[neutral],1.0
"@Seagate @IPEXPO we do not care about promoted tweet, wish I could block them all in one go. BLOCKED AS SPAM",[negative],1.0
Getting Popeyes,[positive],1.0
", Dunkin' Donuts is part of the Dunkin' Brands Group, Inc. ( Nasdaq: DNKN ) family of companies. For more information, visit www. DunkinDonuts. com. 2016. DD IP Holder LLC and BR IP",[neutral],1.0
"Thats Googles virtual assistant, an extension of Google Now that allows for two-way conversation, just like Apples Siri, Amazons Alexa, and Microsofts Cortana. Google Assistant is",[neutral],1.0
This Popeyes looking really good,[positive],1.0
RT Philips: Everyday Hero https://t.co/Os816pRuwd,[positive],1.0
Saddened today to hear about Kim Koss's passing. We met almost exactly one year ago. And her story was heroic @WCPO… https://t.co/AMYi3n4qEc,[neutral],1.0
"BlackBerry Priv @Rs 62990: Too little, too late, too pricey ?... https://t.co/RttiWLko16 #DTEK50 #BlackBerry",[negative],1.0
"My not be Rocket Packs, but Rocket Fuel is doing this for marketers today ! https://t.co/fh0o6bYURA via @salesforce",[neutral],1.0
Are you addicted to your cellphone ? Tips for breaking the habit - Fox News https://t.co/nYjicwddaC,[neutral],1.0
"Just as they did with Apple's premium offering, the Mac Pro, Compulocks has stepped up to design a two-tier Surface Studio Lock option. The tier one-security solution is a Premium",[neutral],1.0
I added a video to a @YouTube playlist https://t.co/Akb7iu1EzC PIZZA HUT PRANK CALL ! ! ? THE MANAGER GOT MAD ! ! PART 2,[neutral],1.0
@indiana_diesels Head Coach Aaron Hogg & amp ; His Staff @jrnba @Pacers Clinic ! Coaches Were Provided @PapaJohns Before Q... https://t.co/wN4f7OD5IO,[neutral],1.0
"Jamison Gibson-Park cleverly passed the ball into the replacement flanker as he headed back to the defensive line and Philips not only awarded a penalty, but also issued the yellow card.",[neutral],1.0
@anisha394 TELL YOUR DAD TO ENTER TO GET US TIX FROM SPLUNK,[neutral],1.0
Me and Emma just stole chicken liver and biscuits from KFC 😂,[positive],1.0
Free $ 15 You Pick Two meal at Panera Bread Free $ 28 tickets to Fort Lauderdale International Boat Show $ 10 all-day fare on Water Taxi for Fort Lauderdale International Boat Show,[neutral],1.0
Jack in the box hit the spot rn,[positive],1.0
"), BlackBerry Ltd. ( Canada ), Citrix Systems ( U. S. ), IBM Corporation ( U. S. ), Sophos Group PLC ( U. K. ), SOTI, Inc. ( Canada ), NetPlus Amtel ( U. S. ), SAP ( Germany ), Symantec",[neutral],1.0
Microsoft not slowing down #LinkedIn acquisition despite Salesforce opposition. Read more: https://t.co/DhPfJPJEfp $ LNKD,[neutral],1.0
Kodak- If you ain't riding !,[neutral],1.0
Online Marketing Blog - TopRank LET'S GET SOCIAL Name This field is for validation purposes and should be left unchanged. Categories TOPRANK MARKETING SPEAKS Follow,[neutral],1.0
Someone bought El pollo loco and came here and just left it. o.o More for us ! !,[positive],1.0
@BeldenEC Is the REVConnect sample / $ 50 kit only available in North America ?,[neutral],1.0
#Garmin #Forerunner220 - Black/Red Bundle ( Includes Heart Rate Monitor ) https://t.co/SPuWj4oK5a https://t.co/QLpAeKeGrx,[neutral],1.0
"Del friscos, Cheesecake Factory, shake shack, reddys https://t.co/7vm6UXnABi",[neutral],1.0
Best Buy #5: Plantronics CS530 Office Wireless Headset with Extended Microphone: Plantronics CS530 O... https://t.co/hNkzlUHdKR For Sale,[neutral],1.0
"pray for NewlyUSConstitution&amp ; NewlyCurrency,invite all followers @MEGAprivacy @telegramdesktop @splunk @UKIP 10-16-16 https://t.co/v1Gjtpvtqe",[neutral],1.0
"Hey @McDonalds, why are there never any napkins in the bag ? ! ? ! ? ! ? Surely you can afford them ! #StopBeingSoCheap",[negative],1.0
"Microsoft has made a major breakthrough in speech recognition, creating a technology that recognizes the words in a conversation as well as a person does. In a paper published Monday,",[positive],1.0
@pizzahut you succeed fam ! 👌👏,[positive],1.0
Replaced my @ZAGGdaily iPhone cover and it's like a brand new phone ! Now stop giving it to me for free and I will buy some equity shares !,[neutral],1.0
"MarTech Today: Salesforce ’s Einstein, chatbot authoring tools & amp ; top SEO platforms https://t.co/KwOj1G73mr https://t.co/hxsDGJO1AX",[neutral],1.0
"com are the largest circulation visitor media in Manhattan ; NYMetroParents' magazines ( Big Apple Parent, Brooklyn Parent, Fairfield Parent, Long Island Parent - Nassau edition, Long",[neutral],1.0
I'm gon na scream becuz yoo long haired Jafar is fking canon I'm die https://t.co/oFKkGS9E7h,[neutral],1.0
@jatstweeter wish I didn't lose half my tamed to getting kicked off eu3 cluster on Xbox,[negative],1.0
@shakeshackUK When does the Canary Wharf restaurant open ? I can see it from my desk and want it.,[positive],1.0
BEAM GIVEAWAY Prizes from @turtlebeach @TriggerDevils @JerkyPro @TheGamerSupply @SpideyGamin This is FULL of AWESOM... https://t.co/2aZOF1ztnB,[neutral],1.0
"A deaf woman who was outraged by the way a Dunkin' Donuts employee treated her is getting support from her community. Jessica Sanzillo said she's a frequent customer at a Framingham,",[negative],1.0
"@DaveandBusters Addison, we are doing the Scavenger hunt ! !",[neutral],1.0
Kode: 01BD8B Price: 18.750 ( Cincin 1set ) Wan na ? Chat me now yaaa ( + ) D1225D7C BBM ( + ) ID Line @:... https://t.co/aozKty9OlP,[neutral],1.0
Bout to go to Southern Classic. Forgive me popeyes.,[neutral],1.0
"3D Systems, Stratasys, Show Signs Of Turnaround In 3D Printer Market https://t.co/S22tuAE0LM",[positive],1.0
"Fur die Steuerung von Konferenzen werden Drittanbieter in den kommenden Monaten spezielle Losungen anbieten, darunter Logitech mit Smartdock und Creston mit seinem Next Gen Skype Room",[neutral],1.0
My Potbelly Seahorse: ) #abyssrium https://t.co/Ryw7wOyJ9u https://t.co/Ztv7eU3pex,[neutral],1.0
Instead of building 20 more banks and pharmacies in this town why don't we build a BWW.. just sayin,[positive],1.0
Services Sector Feels 3.28 % Slide in Shares of Dave & amp ; Buster's Entertainment Inc. ( PLAY ) at Midday on October 4 - https://t.co/BnNS5u61Nl,[negative],1.0
$ SCKT Socket Mobile Appoints Nelson Chan To Its Board Of Directors https://t.co/VzScYvWe9F,[neutral],1.0
"Microsoft weren't finished there as it reveals Windows 10 Creator's Edition. Also, Twitter closes Vine, we review the Apple Watch 2 and a bike lock that will make thieves stink twice.",[neutral],1.0
"For them sitting under tower stacking HP and resistance to the damage type of their opponent is accepting being inferior. If they fight, they might get lucky. The point is that for a",[neutral],1.0
#Luxury Garmin Tips Luxury Fenix Chronos Smartwatch https://t.co/WG1MINGFIi https://t.co/AoJb5RIzDD,[neutral],1.0
"Now, the parts of Kodak Park ( a sprawling complex of factories ) that haven't been torn down have been rented out. In the 70's and 80's, the story goes, the top three local employers",[neutral],1.0
"Located in the vibrant Mongkok district, Gala Place houses the largest single-story Starbucks in Hong Kong, spanning over 4,500 square feet, as well as the triple-story H&M",[neutral],1.0
How did Veterans Communication feel about working with @BeldenEC ? https://t.co/r8nzeysI14,[neutral],1.0
ICYMI: New stores are coming to the Belden area. Details via @CantonRepdotcom https://t.co/BYq41jvHH9 https://t.co/Oukaoy97Yy,[neutral],1.0
@hayden_ordone ah hell no I looove meat too much but the El Pollo Loco salad just has my heart 😍,[positive],1.0
"ever wondered how Zig Zagg get their sound spot on ? well, here is a sneaky clip of a band set rehearsal, gon na... https://t.co/2up0Fty9ax",[neutral],1.0
"Anyone interested in buying an Xbox one with 2 controllers, XO Four Stealth Turtle Beach Headset, Kinect, and... https://t.co/g6tDpVcv4K",[neutral],1.0
Hewlett Packard Enterprise ( HPE ) Touches 52-Week High https://t.co/68UfQz4HGd https://t.co/pyJZu1OsTg,[neutral],1.0
"HP 15. 6 Touchscreen Intel Pentium Quad-Core Processor 8G ram 1TB HD Windows 10 with Lifetime tech support Thinner, sleeker, entry-segment mobile and desktop form factors",[neutral],1.0
The Best Wireless Mouse of 2016: The MX Master by Logitech takes our top spot as the be... https://t.co/atyrF3nral via @windowscentral,[positive],1.0
"Sony Corporation ( `` Sony'' ) has decided to establish Sony Imaging Products & Solutions Inc., a wholly-owned subsidiary that will be responsible for its imaging products and solutions",[neutral],1.0
You can't say GT isn't canon anymore & amp ; then turn around & amp ; use it as a source.,[neutral],1.0
Are you in the habit of seeking God and His answers to prayer ? @zachsmith_ mt #Pray4Leaders,[neutral],1.0
PRODUCT INTRODUCTIONS/INNOVATIONSSilicon Publishing Re-architectures Web-to-Print SolutionOnPrintShop to Unveil Advanced B2B Web-to-Print SolutionHP Launches HP WallArt SuiteAleyant,[neutral],1.0
@Apple does it again with TRUE INNOVATION #innovation #MacBookPro @HP @HPE https://t.co/eYdscCQ6A0,[neutral],1.0
@DaveandBusters thank you for giving me a server who is UNDER THE INFLUENCE. #daveandbusters #ripoff,[negative],1.0
❃♧ #Upcycled Nightlight - #Vintage Kodak Bullet Camera - #Etsy #handmade #photography #art https://t.co/XwKO7NTvYo https://t.co/rF2jyHdWrn,[neutral],1.0
High school students: time change for tonight. Rock climbing and Cracker Barrel 4-8 pm. $ 25 covers both. See you soon !,[positive],1.0
"Songs: I Serve the Base by Future, Dead Dog by Religious Girls, SKRT - Kodak Black, Fading Out - J Fernandez, Theres Nothing I Can Do About It - Mike and The Censations.",[neutral],1.0
"Giveaway - UE ROLL 2 Wireless, Waterproof, and Wireless Bluetooth Speaker from Logitech ! https://t.co/3GukXz89EO via gaynycdad",[neutral],1.0
I literally eat el pollo loco 4-5 times a week,[positive],1.0
"Employee, 25, fatally shot during attempted robbery at Jack in the Box in El Monte https://t.co/zmbEb3vuUE https://t.co/b2AKZ7Zmue",[neutral],1.0
#SDN innovations from @HPE & amp ; #OpenSource community are making #CarrierGrade OpenStack a reality.... https://t.co/xtInWfCepz,[neutral],1.0
The 2015-16 @Incapsula_com Annual #DDoS Threat Landscape Report is Now Available https://t.co/YEgbnn34iT,[neutral],1.0
Ask for our GIANT KOSS MARGARITA #giantkossmargarita @K-oss Lounge Lawrence https://t.co/MH9jy8PI7y,[neutral],1.0
"Best practice, require splunk on all new servers ! Ensure you get that data that once was siloed. #Splunklive",[neutral],1.0
i wish there was a dominos in brevard,[positive],1.0
"#PortlandJobs Assistant Managers: Papa Murphy's Pizza - Portland, OR - We are looking for som... https://t.co/oKFBmX0Fns #Portland #Jobs",[neutral],1.0
"`` The rebrand of our Foundation allows us to channel the incredible work of our operators into a mission that so closely aligns with the values of Dunkin' Brands, our franchisees and",[neutral],1.0
HP Laserjet 4100 Printer Tray Part with Rollers Roller https://t.co/NK40bSmwGG https://t.co/eK4YCvUI1x,[neutral],1.0
#9: NETGEAR ReadyNAS 314 4-Bay Network Attached Storage for Small Business and Home Users with 4x2TB... https://t.co/WoV4RIenJS #Servers,[neutral],1.0
I just had chipotle Bone apple tea,[neutral],1.0
Genuine Blackberry Rapid Charger Dock For PlayBook PSM24M-120C HDW-34726-001 https://t.co/VtcbqHLVAd,[neutral],1.0
Adam's Daily Update is out ! https://t.co/H7n5eQIvzM Stories via @PleasureEllis @RonSupportsYou @Incapsula_com #iot #salesforce,[neutral],1.0
"[ iPhone Tracking app'Oh My Phone' ] Battery: 38 % 09.18.PM12: 24: 35,Your iPhone is here ▶▶ https://t.co/jWp4DIWXqu",[neutral],1.0
"Urgent Requirement: ServiceNow Developer with Helsinki - Fort Worth, TX at Fort Worth, TX https://t.co/QVpl6pKuG9 #jobs #rekruiteasy",[neutral],1.0
@MNWineGuy @ChuysRestaurant your rellenos look great....good show !,[positive],1.0
"#bestbuy #USA #2711 InvisibleSHIELD Glass Screen for Apple iPad mini, iPad mini 2 and iP... https://t.co/waU12eF2dy https://t.co/5p4ajv4Auw",[neutral],1.0
Motorola and Indiegogo want your ideas for new Moto Mods - CNET https://t.co/l3cARagzNE #Tech https://t.co/klR0YkmiZR,[neutral],1.0
"and Papa John's International Inc. Third-quarter sales at Pizza Hut chain dropped 1 per cent, trailing estimates. `` Making it easier to get a pizza is really critically important to us",[neutral],1.0
vintage #kodak signet 35 camera ~ strap ~ original box/case ~ operation booklet $ 22.50 Only 2h 56m 33s left for th... https://t.co/y9nU5jLskb,[neutral],1.0
"In an interview with the Hill earlier this month, Eric Horvath, managing director at Microsoft Research and interim co-chair of the Partnership, noted, Theres been a sense that",[neutral],1.0
@AntBreach Serious Socialist Men are always as thick as two short planks but Philips is no better in that department,[neutral],1.0
How @Garmin Mapped Out A New Direction With Fitness Wearables https://t.co/tGvFq20ShT,[neutral],1.0
"My fitbit #Fitstats_en_US for 9/20/2016: 6,642 steps and 2.8 miles traveled. https://t.co/DQreWx94oY",[neutral],1.0
It's #competition time ! #Win a Canon camera in the my50 Facebook #prize #giveaway this October. https://t.co/miSSGFBvnE,[neutral],1.0
We have 2000 consultants and growing ! Come make a footprint in our Salesforce Practice ! https://t.co/SGeHCuQ4Tk,[positive],1.0
"IBM is competing with large technology companies including Microsoft Corp. and Alphabet Inc. to sell more machine learning and data analytics tools, which is why its working to",[neutral],1.0
GoPro hits the skies: Firm unveils $ 799 Karma drone for aerial action shots along with two new cameras and a cloud… https://t.co/rqxxFsZV2M,[neutral],1.0
Ooohhhh lord I want a Potbelly's turkey sandwich and vanilla shake with three shortbread cookies in it,[positive],1.0
"BlackBerry to cut fewer than 100 jobs with hardware move - CEO WATERLOO, Ontario The chief executive officer of BlackBerry Ltd said fewer than 100 jobs will be cut with its latest",[negative],1.0
"This entry-level speaker became available at the Apple Store earlier this month for the first time, and it comes with a 3-month membership to Apple Music. The good: Stylish, compact",[neutral],1.0
@lesangoro @lil_belden true you have to steal to start a succesful offense,[neutral],1.0
"Besides Charles Koch, the only other Kansan on the Forbes list is Min Kao, the chairman and CEO of Garmin, who ranks at No 246, with $ 2.7 billion. Garmin, which makes GPS-based",[neutral],1.0
"While Fitbit's colorful fitness-tracking wristbands have little to do with GoPro's action cameras favored by surfers and skiers, both Silicon Valley companies attracted investors",[neutral],1.0
@Byronn_r @exhauted1 he said el pollo loco is his favorite fast food place,[positive],1.0
"luby's stand, MASTER OF PUPPETS ! Ability: Wishmaking Shout: VOLA VOLA This stand is a gun. It grows more powerf... https://t.co/uEGno1Fptv",[neutral],1.0
SKULLCANDY Speakers S7SHGW-343 SHRAPNEL PORTABLE SPEAKER ( I95033746 ) https://t.co/WWA7NM0R7Z https://t.co/FzlrvBf2FE,[neutral],1.0
Trump just can't stand still as Hillary speaks. It's like he has to get his FitBit steps up... #debate https://t.co/huyTeJqRGb,[neutral],1.0
BlackBerry Brings Android Security To Your Enterprise https://t.co/9Qz5WqzkC0 https://t.co/6EpPJ5Yyx2,[neutral],1.0
"Played Any Way You Want It by @JourneyOfficial, YOUTH by Troye Sivan and 3 more songs at @BWWings: https://t.co/uqUIxdRops @GetRockbot",[neutral],1.0
I'm sitting in Starbucks on campus drinking warm coffee and MY HEART IS HAPPY,[positive],1.0
Honestly some McDonald's breakfast sounds bomb rn,[positive],1.0
"Microsoft Corporation ( Washington, U. S. ) 5. Qualcomm Technologies Inc. ( California, U. S. ) 6. Broadcom Ltd. ( California, U. S. ) 7. Ericsson ( Stockholm, Sweden ) 8. Zebra",[neutral],1.0
#Health #Solution 3 Immune Boosting Secrets To Help Manage Your Weight and Your Health …… https://t.co/crI9aTMBju #Cavaliers #FitBit,[neutral],1.0
@Seagate I drop 70 dollars on your external Harddrive and on day 3 it's already not working. Great product.,[negative],1.0
"Fitbit's stock has a Relative Strength Index ( RSI ) of 46. 63. On September 29th, 2016, research firm Pacific Crest downgraded the Company's stock rating from'Sector Weight' to",[neutral],1.0
3D Systems outlines plans to shift 3D printing from prototype to production https://t.co/4FepA5lwG3 https://t.co/lSMUnrim4A,[neutral],1.0
"@wingstop what are these, boneless wings for ants ? My gf's wings next to mine #WorldsSmallestChicken https://t.co/AuoIXtz7zX",[negative],1.0
@tanner_koss you all good ?,[neutral],1.0
THE Gadget Sleeve Shop | https://t.co/CrDbc4dAFu | #HTConeM8 #SurfacePro3 #GalaxS5 #iPhone #Nexus #Motorola #Lumia #Kindle,[neutral],1.0
"If you still can't bring yourself to part with iOS and the Apple ecosystem, the iPhone 7 should treat you well. If you're looking to jump ship or to upgrade your current Android",[neutral],1.0
"Aloha Pearls is exhibting today and tomorrow November 5th and 6th at the Grass Valley,... https://t.co/RsBvqkMcd8",[neutral],1.0
Residents can learn about Belden Bly Bridge / Fox Hill Bridge replacement project on Nov. 2 #Saugus #Lynn https://t.co/9p5hx3GI9d,[neutral],1.0
@danielanievesss dominos and gino's are open ! !,[positive],1.0
When you look down to see your stats and all you see is the sunrise. @Garmin garminfitness #bike... https://t.co/yTPkGkkPK7,[neutral],1.0
"Ronald Mcdonald'S Tax Plan Would Add To The Federal Debt And Binladen ClintonS WouldnT, Tumblr Post Finds",[neutral],1.0
At Jack in the Box in Concord and catch a car in line with @roaringriot stickers and `` RIOT'' license plate. #KeepPounding,[neutral],1.0
Seagate Technology's stock climbs after revenue outlook raised https://t.co/lgW334x7Hp MARKETWATCH,[positive],1.0
Millennial Gaming Speak Episode 56: PlayStation Meeting Predictions: https://t.co/iutEWjc87M: https://t.co/Vqs8J3CT3E,[neutral],1.0
Lot 6 CAMERAS Parts Repair MINOLTA 2 CANON SAMSUNG OLYMPUS HEWLETT PACKARD https://t.co/57bfRdk8uO https://t.co/Jk1zg3cl03,[neutral],1.0
@B_GOMEZ5 @tacobell haha. He said he won a PS4 the last time they did that,[neutral],1.0
@lil_belden @VirginTrains @AVFCOfficial lol yup lit,[neutral],1.0
"Trick or Treat @Grass Valley, California https://t.co/OnukgxIa1k",[neutral],1.0
"over-the-top ( OTT ) offering, including the rollout of the mobile app that will be available on Apple devices as well as Android operating systems",[neutral],1.0
"Overall, Im not surprised that NetApp is laying off more staff given the increased competition from public cloud providers, competitive threats from other enterprise storage rivals,",[negative],1.0
"Thousands @HPE now use @FinancialForce and @Salesforce, will they ditch #Oracle ? https://t.co/GET3QtR8V6 #Finance... https://t.co/RMHVrAfDx0",[neutral],1.0
Have a great #NowForum NYC - see you in Amsterdam on 25-Oct ! https://t.co/u0lXQ7WRha #ServiceNow https://t.co/ziDuce9B7S,[neutral],1.0
@Dominos_UK I ordered ham and mushroom with 100 % Italian mozzarella and they made a ham and pineapple version but sent both out: ),[positive],1.0
You can help make the #American dream attainable for #NewYorkers https://t.co/pMr4YAeSoc @NetApp @NewYorkCares... https://t.co/RioQsZZlMq,[neutral],1.0
"Executive Architect - Dallas, TX - ServiceNow - Remote https://t.co/7K65D1hMdo",[neutral],1.0
"standard App-Connect technology that offers integration with the three major smartphone platformsApple CarPlayTM, Android AutoTM and MirrorLink",[neutral],1.0
"Lamar Jackson #8 of the Louisville Cardinals throws a pass during the game against the North Carolina State Wolfpack at Papa John's Cardinal Stadium on October 22, 2016 in Louisville,",[neutral],1.0
I got Popeyes,[neutral],1.0
"Other firms such as Amazon, Google, and Microsoft also make use of Jamaica's more secretive trademark database, but Apple is apparently the most prolific filer. Elsewhere, Google",[neutral],1.0
"Adler also has a problem with air conditioning, Hummers, and Pizza Huts new Grilled Cheese Stuffed Crust Pizza. Defiling pizza by turning its crust into a fake grilled cheese",[negative],1.0
